Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM_X 	Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM_Y 	Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM; Fitted_X 	Run 1; Fc 2-1; Cy 7; MZ-1; Conc 2.29 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM_X 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM_Y 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM; Fitted_X 	Run 1; Fc 2-1; Cy 8; MZ-1; Conc 6.86 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM_X 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM_Y 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM; Fitted_X 	Run 1; Fc 2-1; Cy 9; MZ-1; Conc 20.6 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM_X 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM_Y 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM; Fitted_X 	Run 1; Fc 2-1; Cy 10; MZ-1; Conc 61.7 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM_X 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM_Y 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM; Fitted_X 	Run 1; Fc 2-1; Cy 11; MZ-1; Conc 185 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM_X 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM_Y 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM; Fitted_X 	Run 1; Fc 2-1; Cy 12; MZ-1; Conc 556 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM_X 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM_Y 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM; Fitted_X 	Run 1; Fc 2-1; Cy 13; MZ-1; Conc 1667 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM_X 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM_Y 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 14; MZ-1; Conc 5000 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM_X 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM_Y 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM; Fitted_X 	Run 1; Fc 2-1; Cy 16; MZ-1; Conc 2.29 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM_X 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM_Y 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM; Fitted_X 	Run 1; Fc 2-1; Cy 17; MZ-1; Conc 6.86 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM_X 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM_Y 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM; Fitted_X 	Run 1; Fc 2-1; Cy 18; MZ-1; Conc 20.6 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM_X 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM_Y 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM; Fitted_X 	Run 1; Fc 2-1; Cy 19; MZ-1; Conc 61.7 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM_X 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM_Y 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM; Fitted_X 	Run 1; Fc 2-1; Cy 20; MZ-1; Conc 185 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM_X 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM_Y 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM; Fitted_X 	Run 1; Fc 2-1; Cy 21; MZ-1; Conc 556 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM_X 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM_Y 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM; Fitted_X 	Run 1; Fc 2-1; Cy 22; MZ-1; Conc 1667 nM; Fitted_Y 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM_X 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM_Y 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM; Fitted_X 	Run 1; Fc 2-1; Cy 23; MZ-1; Conc 5000 nM; Fitted_Y 	
-17.4000015258789 	0.0488279759883881 	-17.4000015258789 	0 	-17.5 	-0.041015625 	-17.5 	0 	-17.5 	0.001953125 	-17.5 	0 	-17.5 	0.013671875 	-17.5 	0 	-17.5 	-0.037109375 	-17.5 	0 	-17.5 	0.037109375 	-17.5 	0 	-17.5 	-0.017578125 	-17.5 	0 	-17.5 	-0.060546875 	-17.5 	0 	-17.4000015258789 	0.00585922598838806 	-17.4000015258789 	0 	-17.5 	0.021484375 	-17.5 	0 	-17.5 	0.001953125 	-17.5 	0 	-17.5 	0.001953125 	-17.5 	0 	-17.4000015258789 	-0.00195327401161194 	-17.4000015258789 	0 	-17.5 	-0.052734375 	-17.5 	0 	-17.4000015258789 	0.0253904759883881 	-17.4000015258789 	0 	-17.5 	-0.001953125 	-17.5 	0 	
-17.2999992370605 	0.04296875 	-17.2999992370605 	0 	-17.3999977111816 	-0.037109375 	-17.3999977111816 	0 	-17.3999977111816 	0.005859375 	-17.3999977111816 	0 	-17.3999977111816 	0.009765625 	-17.3999977111816 	0 	-17.3999977111816 	-0.044921875 	-17.3999977111816 	0 	-17.3999977111816 	0.033203125 	-17.3999977111816 	0 	-17.3999977111816 	-0.013671875 	-17.3999977111816 	0 	-17.3999977111816 	-0.060546875 	-17.3999977111816 	0 	-17.2999992370605 	-0.00390625 	-17.2999992370605 	0 	-17.4000015258789 	0.0292967259883881 	-17.4000015258789 	0 	-17.4000015258789 	0.00585922598838806 	-17.4000015258789 	0 	-17.3999977111816 	-0.001953125 	-17.3999977111816 	0 	-17.2999992370605 	-0.00390625 	-17.2999992370605 	0 	-17.3999977111816 	-0.048828125 	-17.3999977111816 	0 	-17.2999992370605 	0.0234375 	-17.2999992370605 	0 	-17.3999977111816 	0.009765625 	-17.3999977111816 	0 	
-17.2000007629395 	0.046875 	-17.2000007629395 	0 	-17.2999992370605 	-0.02734375 	-17.2999992370605 	0 	-17.2999992370605 	0 	-17.2999992370605 	0 	-17.2999992370605 	0.01171875 	-17.2999992370605 	0 	-17.2999992370605 	-0.05078125 	-17.2999992370605 	0 	-17.2999992370605 	0.0390625 	-17.2999992370605 	0 	-17.2999992370605 	-0.0078125 	-17.2999992370605 	0 	-17.2999992370605 	-0.0546875 	-17.2999992370605 	0 	-17.2000007629395 	-0.00390625 	-17.2000007629395 	0 	-17.3000030517578 	0.023437425494194 	-17.3000030517578 	0 	-17.3000030517578 	0.00781242549419403 	-17.3000030517578 	0 	-17.2999992370605 	-0.00390625 	-17.2999992370605 	0 	-17.2000007629395 	-0.015625 	-17.2000007629395 	0 	-17.2999992370605 	-0.05859375 	-17.2999992370605 	0 	-17.2000007629395 	0.02734375 	-17.2000007629395 	0 	-17.2999992370605 	0.015625 	-17.2999992370605 	0 	
-17.1000022888184 	0.0566402524709702 	-17.1000022888184 	0 	-17.2000007629395 	-0.03515625 	-17.2000007629395 	0 	-17.2000007629395 	0.00390625 	-17.2000007629395 	0 	-17.2000007629395 	0.0078125 	-17.2000007629395 	0 	-17.2000007629395 	-0.0546875 	-17.2000007629395 	0 	-17.2000007629395 	0.03125 	-17.2000007629395 	0 	-17.2000007629395 	-0.01953125 	-17.2000007629395 	0 	-17.2000007629395 	-0.0546875 	-17.2000007629395 	0 	-17.1000022888184 	0.00585900247097015 	-17.1000022888184 	0 	-17.2000007629395 	0.015625 	-17.2000007629395 	0 	-17.2000007629395 	-0.00390625 	-17.2000007629395 	0 	-17.2000007629395 	0 	-17.2000007629395 	0 	-17.1000022888184 	-0.00585974752902985 	-17.1000022888184 	0 	-17.2000007629395 	-0.05859375 	-17.2000007629395 	0 	-17.1000022888184 	0.0371090024709702 	-17.1000022888184 	0 	-17.2000007629395 	0.00390625 	-17.2000007629395 	0 	
-17 	0.052734375 	-17 	0 	-17.0999984741211 	-0.025390625 	-17.0999984741211 	0 	-17.0999984741211 	0.009765625 	-17.0999984741211 	0 	-17.0999984741211 	0.021484375 	-17.0999984741211 	0 	-17.0999984741211 	-0.037109375 	-17.0999984741211 	0 	-17.0999984741211 	0.041015625 	-17.0999984741211 	0 	-17.0999984741211 	-0.013671875 	-17.0999984741211 	0 	-17.0999984741211 	-0.056640625 	-17.0999984741211 	0 	-17 	0.005859375 	-17 	0 	-17.1000022888184 	0.0253902524709702 	-17.1000022888184 	0 	-17.1000022888184 	0.00195275247097015 	-17.1000022888184 	0 	-17.0999984741211 	0.009765625 	-17.0999984741211 	0 	-17 	-0.001953125 	-17 	0 	-17.0999984741211 	-0.056640625 	-17.0999984741211 	0 	-17 	0.029296875 	-17 	0 	-17.0999984741211 	0.013671875 	-17.0999984741211 	0 	
-16.9000015258789 	0.052734375 	-16.9000015258789 	0 	-17 	-0.029296875 	-17 	0 	-17 	0.001953125 	-17 	0 	-17 	0.017578125 	-17 	0 	-17 	-0.041015625 	-17 	0 	-17 	0.037109375 	-17 	0 	-17 	-0.017578125 	-17 	0 	-17 	-0.052734375 	-17 	0 	-16.9000015258789 	0.009765625 	-16.9000015258789 	0 	-17 	0.029296875 	-17 	0 	-17 	-0.001953125 	-17 	0 	-17 	0.001953125 	-17 	0 	-16.9000015258789 	-0.001953125 	-16.9000015258789 	0 	-17 	-0.048828125 	-17 	0 	-16.9000015258789 	0.021484375 	-16.9000015258789 	0 	-17 	0.009765625 	-17 	0 	
-16.7999992370605 	0.05859375 	-16.7999992370605 	0 	-16.8999977111816 	-0.029296875 	-16.8999977111816 	0 	-16.8999977111816 	0.005859375 	-16.8999977111816 	0 	-16.8999977111816 	0.017578125 	-16.8999977111816 	0 	-16.8999977111816 	-0.041015625 	-16.8999977111816 	0 	-16.8999977111816 	0.037109375 	-16.8999977111816 	0 	-16.8999977111816 	-0.005859375 	-16.8999977111816 	0 	-16.8999977111816 	-0.060546875 	-16.8999977111816 	0 	-16.7999992370605 	0.0078125 	-16.7999992370605 	0 	-16.9000015258789 	0.017578125 	-16.9000015258789 	0 	-16.9000015258789 	-0.001953125 	-16.9000015258789 	0 	-16.8999977111816 	0.001953125 	-16.8999977111816 	0 	-16.7999992370605 	-0.0078125 	-16.7999992370605 	0 	-16.8999977111816 	-0.048828125 	-16.8999977111816 	0 	-16.7999992370605 	0.02734375 	-16.7999992370605 	0 	-16.8999977111816 	0.009765625 	-16.8999977111816 	0 	
-16.7000007629395 	0.05859375 	-16.7000007629395 	0 	-16.7999992370605 	-0.03125 	-16.7999992370605 	0 	-16.7999992370605 	0.015625 	-16.7999992370605 	0 	-16.7999992370605 	0.0234375 	-16.7999992370605 	0 	-16.7999992370605 	-0.04296875 	-16.7999992370605 	0 	-16.7999992370605 	0.04296875 	-16.7999992370605 	0 	-16.7999992370605 	-0.00390625 	-16.7999992370605 	0 	-16.7999992370605 	-0.06640625 	-16.7999992370605 	0 	-16.7000007629395 	0 	-16.7000007629395 	0 	-16.8000030517578 	0.0234372764825821 	-16.8000030517578 	0 	-16.8000030517578 	0.0117185264825821 	-16.8000030517578 	0 	-16.7999992370605 	0.01171875 	-16.7999992370605 	0 	-16.7000007629395 	-0.015625 	-16.7000007629395 	0 	-16.7999992370605 	-0.05078125 	-16.7999992370605 	0 	-16.7000007629395 	0.02734375 	-16.7000007629395 	0 	-16.7999992370605 	0.015625 	-16.7999992370605 	0 	
-16.6000022888184 	0.046875 	-16.6000022888184 	0 	-16.7000007629395 	-0.02734375 	-16.7000007629395 	0 	-16.7000007629395 	0 	-16.7000007629395 	0 	-16.7000007629395 	0.01171875 	-16.7000007629395 	0 	-16.7000007629395 	-0.05078125 	-16.7000007629395 	0 	-16.7000007629395 	0.03125 	-16.7000007629395 	0 	-16.7000007629395 	-0.00390625 	-16.7000007629395 	0 	-16.7000007629395 	-0.06640625 	-16.7000007629395 	0 	-16.6000022888184 	0.00390625 	-16.6000022888184 	0 	-16.7000007629395 	0.03125 	-16.7000007629395 	0 	-16.7000007629395 	0.00390625 	-16.7000007629395 	0 	-16.7000007629395 	0.0078125 	-16.7000007629395 	0 	-16.6000022888184 	-0.01171875 	-16.6000022888184 	0 	-16.7000007629395 	-0.05078125 	-16.7000007629395 	0 	-16.6000022888184 	0.03515625 	-16.6000022888184 	0 	-16.7000007629395 	0.015625 	-16.7000007629395 	0 	
-16.5 	0.044921875 	-16.5 	0 	-16.5999984741211 	-0.02734375 	-16.5999984741211 	0 	-16.5999984741211 	0 	-16.5999984741211 	0 	-16.5999984741211 	0.01171875 	-16.5999984741211 	0 	-16.5999984741211 	-0.046875 	-16.5999984741211 	0 	-16.5999984741211 	0.03125 	-16.5999984741211 	0 	-16.5999984741211 	-0.015625 	-16.5999984741211 	0 	-16.5999984741211 	-0.06640625 	-16.5999984741211 	0 	-16.5 	-0.005859375 	-16.5 	0 	-16.6000022888184 	0.02734375 	-16.6000022888184 	0 	-16.6000022888184 	-0.00390625 	-16.6000022888184 	0 	-16.5999984741211 	-0.00390625 	-16.5999984741211 	0 	-16.5 	-0.009765625 	-16.5 	0 	-16.5999984741211 	-0.05078125 	-16.5999984741211 	0 	-16.5 	0.025390625 	-16.5 	0 	-16.5999984741211 	0.00390625 	-16.5999984741211 	0 	
-16.4000015258789 	0.0507810264825821 	-16.4000015258789 	0 	-16.5 	-0.025390625 	-16.5 	0 	-16.5 	-0.005859375 	-16.5 	0 	-16.5 	0.009765625 	-16.5 	0 	-16.5 	-0.056640625 	-16.5 	0 	-16.5 	0.033203125 	-16.5 	0 	-16.5 	-0.009765625 	-16.5 	0 	-16.5 	-0.068359375 	-16.5 	0 	-16.4000015258789 	-2.23517417907715E-07 	-16.4000015258789 	0 	-16.5 	0.025390625 	-16.5 	0 	-16.5 	-0.005859375 	-16.5 	0 	-16.5 	-0.013671875 	-16.5 	0 	-16.4000015258789 	-0.0156252235174179 	-16.4000015258789 	0 	-16.5 	-0.052734375 	-16.5 	0 	-16.4000015258789 	0.0312497764825821 	-16.4000015258789 	0 	-16.5 	-0.005859375 	-16.5 	0 	
-16.2999992370605 	0.044921875 	-16.2999992370605 	0 	-16.3999977111816 	-0.03125 	-16.3999977111816 	0 	-16.3999977111816 	-0.01171875 	-16.3999977111816 	0 	-16.3999977111816 	0.015625 	-16.3999977111816 	0 	-16.3999977111816 	-0.0546875 	-16.3999977111816 	0 	-16.3999977111816 	0.01953125 	-16.3999977111816 	0 	-16.3999977111816 	-0.0078125 	-16.3999977111816 	0 	-16.3999977111816 	-0.0703125 	-16.3999977111816 	0 	-16.2999992370605 	-0.005859375 	-16.2999992370605 	0 	-16.4000015258789 	0.0273435264825821 	-16.4000015258789 	0 	-16.4000015258789 	-2.23517417907715E-07 	-16.4000015258789 	0 	-16.3999977111816 	-0.01953125 	-16.3999977111816 	0 	-16.2999992370605 	-0.021484375 	-16.2999992370605 	0 	-16.3999977111816 	-0.046875 	-16.3999977111816 	0 	-16.2999992370605 	0.017578125 	-16.2999992370605 	0 	-16.3999977111816 	-0.01171875 	-16.3999977111816 	0 	
-16.2000007629395 	0.033203125 	-16.2000007629395 	0 	-16.2999992370605 	-0.037109375 	-16.2999992370605 	0 	-16.2999992370605 	-0.025390625 	-16.2999992370605 	0 	-16.2999992370605 	-0.001953125 	-16.2999992370605 	0 	-16.2999992370605 	-0.056640625 	-16.2999992370605 	0 	-16.2999992370605 	0.001953125 	-16.2999992370605 	0 	-16.2999992370605 	-0.013671875 	-16.2999992370605 	0 	-16.2999992370605 	-0.083984375 	-16.2999992370605 	0 	-16.2000007629395 	-0.005859375 	-16.2000007629395 	0 	-16.3000030517578 	0.0175783485174179 	-16.3000030517578 	0 	-16.3000030517578 	-0.0175779014825821 	-16.3000030517578 	0 	-16.2999992370605 	-0.025390625 	-16.2999992370605 	0 	-16.2000007629395 	-0.017578125 	-16.2000007629395 	0 	-16.2999992370605 	-0.064453125 	-16.2999992370605 	0 	-16.2000007629395 	0.017578125 	-16.2000007629395 	0 	-16.2999992370605 	-0.017578125 	-16.2999992370605 	0 	
-16.1000022888184 	0.0312497764825821 	-16.1000022888184 	0 	-16.2000007629395 	-0.044921875 	-16.2000007629395 	0 	-16.2000007629395 	-0.037109375 	-16.2000007629395 	0 	-16.2000007629395 	-0.009765625 	-16.2000007629395 	0 	-16.2000007629395 	-0.076171875 	-16.2000007629395 	0 	-16.2000007629395 	-0.009765625 	-16.2000007629395 	0 	-16.2000007629395 	-0.025390625 	-16.2000007629395 	0 	-16.2000007629395 	-0.095703125 	-16.2000007629395 	0 	-16.1000022888184 	-2.23517417907715E-07 	-16.1000022888184 	0 	-16.2000007629395 	0.005859375 	-16.2000007629395 	0 	-16.2000007629395 	-0.025390625 	-16.2000007629395 	0 	-16.2000007629395 	-0.029296875 	-16.2000007629395 	0 	-16.1000022888184 	-0.0234377235174179 	-16.1000022888184 	0 	-16.2000007629395 	-0.064453125 	-16.2000007629395 	0 	-16.1000022888184 	0.0117185264825821 	-16.1000022888184 	0 	-16.2000007629395 	-0.025390625 	-16.2000007629395 	0 	
-16 	0.033203125 	-16 	0 	-16.0999984741211 	-0.05078125 	-16.0999984741211 	0 	-16.0999984741211 	-0.03125 	-16.0999984741211 	0 	-16.0999984741211 	-0.015625 	-16.0999984741211 	0 	-16.0999984741211 	-0.0625 	-16.0999984741211 	0 	-16.0999984741211 	-0.01171875 	-16.0999984741211 	0 	-16.0999984741211 	-0.01953125 	-16.0999984741211 	0 	-16.0999984741211 	-0.1015625 	-16.0999984741211 	0 	-16 	-0.001953125 	-16 	0 	-16.1000022888184 	0.00390602648258209 	-16.1000022888184 	0 	-16.1000022888184 	-0.0195314735174179 	-16.1000022888184 	0 	-16.0999984741211 	-0.0390625 	-16.0999984741211 	0 	-16 	-0.017578125 	-16 	0 	-16.0999984741211 	-0.05078125 	-16.0999984741211 	0 	-16 	0.017578125 	-16 	0 	-16.0999984741211 	-0.01953125 	-16.0999984741211 	0 	
-15.9000015258789 	0.0351560264825821 	-15.9000015258789 	0 	-16 	-0.041015625 	-16 	0 	-16 	-0.033203125 	-16 	0 	-16 	-0.005859375 	-16 	0 	-16 	-0.072265625 	-16 	0 	-16 	-0.001953125 	-16 	0 	-16 	-0.025390625 	-16 	0 	-16 	-0.103515625 	-16 	0 	-15.9000015258789 	-0.00781272351741791 	-15.9000015258789 	0 	-16 	0.001953125 	-16 	0 	-16 	-0.021484375 	-16 	0 	-16 	-0.033203125 	-16 	0 	-15.9000015258789 	-0.0312502235174179 	-15.9000015258789 	0 	-16 	-0.056640625 	-16 	0 	-15.9000015258789 	0.0117185264825821 	-15.9000015258789 	0 	-16 	-0.013671875 	-16 	0 	
-15.7999992370605 	0.02734375 	-15.7999992370605 	0 	-15.8999977111816 	-0.0390625 	-15.8999977111816 	0 	-15.8999977111816 	-0.0390625 	-15.8999977111816 	0 	-15.8999977111816 	-0.00390625 	-15.8999977111816 	0 	-15.8999977111816 	-0.0625 	-15.8999977111816 	0 	-15.8999977111816 	-0.00390625 	-15.8999977111816 	0 	-15.8999977111816 	-0.01953125 	-15.8999977111816 	0 	-15.8999977111816 	-0.109375 	-15.8999977111816 	0 	-15.7999992370605 	-0.00390625 	-15.7999992370605 	0 	-15.9000015258789 	0.0117185264825821 	-15.9000015258789 	0 	-15.9000015258789 	-0.00390647351741791 	-15.9000015258789 	0 	-15.8999977111816 	-0.0390625 	-15.8999977111816 	0 	-15.7999992370605 	-0.02734375 	-15.7999992370605 	0 	-15.8999977111816 	-0.0546875 	-15.8999977111816 	0 	-15.7999992370605 	0.0078125 	-15.7999992370605 	0 	-15.8999977111816 	-0.015625 	-15.8999977111816 	0 	
-15.7000007629395 	0.033203125 	-15.7000007629395 	0 	-15.7999992370605 	-0.046875 	-15.7999992370605 	0 	-15.7999992370605 	-0.03515625 	-15.7999992370605 	0 	-15.7999992370605 	-0.01171875 	-15.7999992370605 	0 	-15.7999992370605 	-0.07421875 	-15.7999992370605 	0 	-15.7999992370605 	0 	-15.7999992370605 	0 	-15.7999992370605 	-0.0234375 	-15.7999992370605 	0 	-15.7999992370605 	-0.10546875 	-15.7999992370605 	0 	-15.7000007629395 	0.001953125 	-15.7000007629395 	0 	-15.8000030517578 	0.00390610098838806 	-15.8000030517578 	0 	-15.8000030517578 	0.00390610098838806 	-15.8000030517578 	0 	-15.7999992370605 	-0.04296875 	-15.7999992370605 	0 	-15.7000007629395 	-0.029296875 	-15.7000007629395 	0 	-15.7999992370605 	-0.0546875 	-15.7999992370605 	0 	-15.7000007629395 	0.017578125 	-15.7000007629395 	0 	-15.7999992370605 	-0.0078125 	-15.7999992370605 	0 	
-15.6000022888184 	0.0312497764825821 	-15.6000022888184 	0 	-15.7000007629395 	-0.041015625 	-15.7000007629395 	0 	-15.7000007629395 	-0.041015625 	-15.7000007629395 	0 	-15.7000007629395 	0.001953125 	-15.7000007629395 	0 	-15.7000007629395 	-0.060546875 	-15.7000007629395 	0 	-15.7000007629395 	-0.001953125 	-15.7000007629395 	0 	-15.7000007629395 	-0.017578125 	-15.7000007629395 	0 	-15.7000007629395 	-0.099609375 	-15.7000007629395 	0 	-15.6000022888184 	-2.23517417907715E-07 	-15.6000022888184 	0 	-15.7000007629395 	0.001953125 	-15.7000007629395 	0 	-15.7000007629395 	0.001953125 	-15.7000007629395 	0 	-15.7000007629395 	-0.029296875 	-15.7000007629395 	0 	-15.6000022888184 	-0.0273439735174179 	-15.6000022888184 	0 	-15.7000007629395 	-0.044921875 	-15.7000007629395 	0 	-15.6000022888184 	0.0273435264825821 	-15.6000022888184 	0 	-15.7000007629395 	-0.013671875 	-15.7000007629395 	0 	
-15.5 	0.01953125 	-15.5 	0 	-15.5999984741211 	-0.0390625 	-15.5999984741211 	0 	-15.5999984741211 	-0.02734375 	-15.5999984741211 	0 	-15.5999984741211 	0.00390625 	-15.5999984741211 	0 	-15.5999984741211 	-0.0625 	-15.5999984741211 	0 	-15.5999984741211 	0.00390625 	-15.5999984741211 	0 	-15.5999984741211 	-0.0234375 	-15.5999984741211 	0 	-15.5999984741211 	-0.08984375 	-15.5999984741211 	0 	-15.5 	0 	-15.5 	0 	-15.6000022888184 	0.00781227648258209 	-15.6000022888184 	0 	-15.6000022888184 	-0.00390647351741791 	-15.6000022888184 	0 	-15.5999984741211 	-0.03125 	-15.5999984741211 	0 	-15.5 	-0.02734375 	-15.5 	0 	-15.5999984741211 	-0.0390625 	-15.5999984741211 	0 	-15.5 	0.01171875 	-15.5 	0 	-15.5999984741211 	-0.015625 	-15.5999984741211 	0 	
-15.4000015258789 	0.0195311009883881 	-15.4000015258789 	0 	-15.5 	-0.0390625 	-15.5 	0 	-15.5 	-0.03515625 	-15.5 	0 	-15.5 	-0.01171875 	-15.5 	0 	-15.5 	-0.0703125 	-15.5 	0 	-15.5 	-0.0078125 	-15.5 	0 	-15.5 	-0.03515625 	-15.5 	0 	-15.5 	-0.10546875 	-15.5 	0 	-15.4000015258789 	0.00781235098838806 	-15.4000015258789 	0 	-15.5 	-0.0078125 	-15.5 	0 	-15.5 	-0.015625 	-15.5 	0 	-15.5 	-0.03515625 	-15.5 	0 	-15.4000015258789 	-0.0351563990116119 	-15.4000015258789 	0 	-15.5 	-0.05078125 	-15.5 	0 	-15.4000015258789 	0.0156248509883881 	-15.4000015258789 	0 	-15.5 	-0.01953125 	-15.5 	0 	
-15.2999992370605 	0.0234375 	-15.2999992370605 	0 	-15.3999977111816 	-0.04296875 	-15.3999977111816 	0 	-15.3999977111816 	-0.03125 	-15.3999977111816 	0 	-15.3999977111816 	-0.015625 	-15.3999977111816 	0 	-15.3999977111816 	-0.07421875 	-15.3999977111816 	0 	-15.3999977111816 	-0.00390625 	-15.3999977111816 	0 	-15.3999977111816 	-0.0234375 	-15.3999977111816 	0 	-15.3999977111816 	-0.1015625 	-15.3999977111816 	0 	-15.2999992370605 	0.01953125 	-15.2999992370605 	0 	-15.4000015258789 	-0.00390639901161194 	-15.4000015258789 	0 	-15.4000015258789 	-0.0234376490116119 	-15.4000015258789 	0 	-15.3999977111816 	-0.0390625 	-15.3999977111816 	0 	-15.2999992370605 	-0.0390625 	-15.2999992370605 	0 	-15.3999977111816 	-0.0546875 	-15.3999977111816 	0 	-15.2999992370605 	0.01171875 	-15.2999992370605 	0 	-15.3999977111816 	-0.015625 	-15.3999977111816 	0 	
-15.2000007629395 	0.0234375 	-15.2000007629395 	0 	-15.2999992370605 	-0.05078125 	-15.2999992370605 	0 	-15.2999992370605 	-0.0390625 	-15.2999992370605 	0 	-15.2999992370605 	-0.01953125 	-15.2999992370605 	0 	-15.2999992370605 	-0.078125 	-15.2999992370605 	0 	-15.2999992370605 	0 	-15.2999992370605 	0 	-15.2999992370605 	-0.015625 	-15.2999992370605 	0 	-15.2999992370605 	-0.09375 	-15.2999992370605 	0 	-15.2000007629395 	0.015625 	-15.2000007629395 	0 	-15.3000030517578 	0.00390610098838806 	-15.3000030517578 	0 	-15.3000030517578 	-0.0312501490116119 	-15.3000030517578 	0 	-15.2999992370605 	-0.03515625 	-15.2999992370605 	0 	-15.2000007629395 	-0.046875 	-15.2000007629395 	0 	-15.2999992370605 	-0.046875 	-15.2999992370605 	0 	-15.2000007629395 	0.015625 	-15.2000007629395 	0 	-15.2999992370605 	-0.01171875 	-15.2999992370605 	0 	
-15.1000022888184 	0.015625 	-15.1000022888184 	0 	-15.2000007629395 	-0.046875 	-15.2000007629395 	0 	-15.2000007629395 	-0.03515625 	-15.2000007629395 	0 	-15.2000007629395 	-0.01171875 	-15.2000007629395 	0 	-15.2000007629395 	-0.078125 	-15.2000007629395 	0 	-15.2000007629395 	0.00390625 	-15.2000007629395 	0 	-15.2000007629395 	-0.01171875 	-15.2000007629395 	0 	-15.2000007629395 	-0.0859375 	-15.2000007629395 	0 	-15.1000022888184 	0.015625 	-15.1000022888184 	0 	-15.2000007629395 	-0.00390625 	-15.2000007629395 	0 	-15.2000007629395 	-0.02734375 	-15.2000007629395 	0 	-15.2000007629395 	-0.03125 	-15.2000007629395 	0 	-15.1000022888184 	-0.05078125 	-15.1000022888184 	0 	-15.2000007629395 	-0.04296875 	-15.2000007629395 	0 	-15.1000022888184 	0.00390625 	-15.1000022888184 	0 	-15.2000007629395 	-0.01953125 	-15.2000007629395 	0 	
